student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
2793,9.5,90.7,8.4,82.5,B
2794,11.4,83.8,4.5,72.9,C
2795,22.7,90.2,7.9,89.6,B
2796,19.7,89.1,3.5,82.9,B
2797,18.9,79.9,6.3,86.2,B
2798,13.2,67.5,5.5,75.5,C
2799,19,66.5,6.1,79.3,C
2800,10.5,100,4,80.9,B
2801,13.2,100,6.9,82.8,B
2802,21.8,100,9.2,95.5,A
2803,21.1,76.9,4.1,76.1,C
2804,8.1,85.1,6.4,73.8,C
2805,9,75.2,7.7,78.4,C
2806,15.8,69.3,5.4,74.9,C
2807,27.1,77.9,8.7,89.5,B
2808,1.6,100,5.1,74.4,C
2809,16.9,95.1,5.8,83.6,B
2810,5.4,73.4,4,58.8,F
2811,10.6,81.2,6.3,70.9,C
2812,12.4,94,6,82.2,B
2813,12.1,78.1,7.3,73.1,C
2814,11.3,86,4.7,74.7,C
2815,15.1,89.8,4.6,75.5,C
2816,11.3,89.7,6.9,76.9,C
2817,4.8,88,8.8,75.8,C
2818,20.5,77.2,7.3,84.6,B
2819,20.3,78.4,9.7,88.4,B
2820,20.9,71.4,7.1,77.7,C
2821,4.2,66.3,7,66.4,D
2822,17.1,83.6,7.4,77.5,C
2823,19.7,94.8,9,89.9,B
2824,7.8,68.4,8.5,73.5,C
2825,15.1,88.3,3.8,77.5,C
2826,14.2,94.4,7.6,87.7,B
2827,27.9,63,6.5,83.9,B
2828,28.5,81.8,5.6,88.2,B
2829,3.3,100,2.5,70.7,C
2830,32.5,91.6,2.9,89.2,B
2831,8.6,62.6,5.3,60.9,D
2832,21.9,92.9,3.1,79.6,C
2833,21.8,76,5.3,83.1,B
2834,8,93.3,7.4,83.1,B
2835,18.5,76.7,4.8,74,C
2836,14.2,84.4,6.2,78.7,C
2837,18.9,78.5,3.9,72.3,C
2838,16.6,85,6.6,78.1,C
2839,23.4,78.2,7,84.9,B
2840,15.5,82.3,3.2,73.5,C
2841,13.8,70.9,4.5,65.5,D
2842,22.7,90.9,3.5,89,B
2843,19.1,87.1,7,83.9,B
2844,20.1,65.6,6.3,73,C
2845,10.3,96.9,5.9,80.1,B
2846,7.7,82.9,5.7,72.3,C
2847,11,86.9,6.6,78.8,C
2848,10.7,94.2,6.7,78.9,C
2849,20.5,88.9,5,84.3,B
2850,21.8,99,4.7,90.5,A
2851,13.9,81.5,5.9,72.9,C
2852,25,97.4,5.6,88.5,B
2853,24.6,86.5,10,94.1,A
2854,16.7,91.1,5.2,79.9,C
2855,9.2,89.8,6.6,76.9,C
2856,26,99.9,6.9,92.4,A
2857,14.6,93.7,8.8,84,B
2858,15.9,79.7,4.4,74.4,C
2859,12.6,77.3,8.7,73.9,C
2860,8.8,84.4,5.7,75.2,C
2861,4.7,75.9,10,76,C
2862,19.4,72.4,6.7,78.2,C
2863,9.5,59.5,3.5,65.6,D
2864,36.4,66.4,5.6,86.5,B
2865,7.4,100,8.7,80.3,B
2866,6.2,77.1,6.2,71,C
2867,18.6,100,5.9,88.3,B
2868,25.7,89.8,7.4,90.2,A
2869,15.5,84.4,5.3,80.4,B
2870,19,67,5.6,71.2,C
2871,2.1,85.1,4.1,66.2,D
2872,10.3,100,9.5,87.9,B
2873,7.5,100,3.6,78.8,C
2874,1.7,88.3,6.3,73.2,C
2875,15.8,71.2,7,78.9,C
2876,0,73.5,6,62.5,D
2877,5.7,74.8,3.5,60.3,D
2878,11.2,100,4,78.5,C
2879,9.2,100,7,83.2,B
2880,17.8,87.4,4.4,82.5,B
2881,17.1,81.4,1.9,72.8,C
2882,21.3,100,6.8,87.2,B
2883,20.3,73.3,4.3,74.1,C
2884,23,85.6,7.3,85.1,B
2885,15,90.6,5.6,74.9,C
2886,17.1,74.6,5.5,74.7,C
2887,18.6,77.4,6.1,79.3,C
2888,16,76.4,3.7,73.7,C
2889,12.2,100,4.3,79.4,C
2890,12.7,100,5.5,80,B
2891,9.3,86.4,3.7,70.8,C
2892,18,81.8,7.4,80.2,B
2893,14.3,77.8,5.4,77.3,C
2894,10.4,85,3.1,72.1,C
2895,10.4,78.4,4.9,81.4,B
2896,6.5,83.8,6.2,71.5,C
2897,21.9,90,5.1,86.2,B
2898,15.6,80.1,6.8,77.7,C
2899,9,82.7,7.1,74.1,C
2900,20.7,82.8,10,92,A
2901,11.1,81.2,8.3,80.5,B
2902,5.2,79.7,2.7,60.6,D
2903,22.1,94.1,5.3,83.8,B
2904,11.2,63.8,5.5,67.5,D
2905,12.1,100,7.2,82.1,B
2906,15.3,86.6,4.1,73.1,C
2907,23,92.3,4.9,86.8,B
2908,15.1,93.7,3.5,73.7,C
2909,6.6,76.5,4.8,68.6,D
2910,18.8,74,4.9,78.8,C
2911,11.6,72.6,5.4,73.9,C
2912,28.2,82,3.6,84.6,B
2913,15,93.4,8,89,B
2914,0,78,6.9,67.4,D
2915,17.5,92.3,3.1,82.6,B
2916,28.6,56.6,6.1,76.9,C
2917,26,80.4,2.9,86.5,B
2918,27.8,99,8.7,96.9,A
2919,7.9,82.9,9.2,81.6,B
2920,21.4,75.1,5.9,84.2,B
2921,9.9,77.1,4.3,71.1,C
2922,16.6,48.7,4.7,66.8,D
2923,6.1,72.9,5.1,66.4,D
2924,10.5,97.7,5.8,77.5,C
2925,10.3,78,8.7,78.1,C
2926,21.3,79.4,7.9,85.7,B
2927,20.6,57,7.9,70.7,C
2928,16.9,65.4,6.3,73.6,C
2929,5.5,99.3,3.7,76.9,C
2930,12.8,92.4,4.5,82.6,B
2931,9.8,69.4,6.1,71.8,C
2932,21.1,77.4,3.6,73.5,C
2933,23.2,84.6,6.6,82.7,B
2934,22.4,70.6,7.6,80.3,B
2935,9.7,61,7.1,71.9,C
2936,0,83.1,7,66.5,D
2937,2.6,91.9,2.3,70.9,C
2938,25,92.1,8.7,90.4,A
2939,12.2,95.5,2.9,78.6,C
2940,9.7,66.4,5.7,65.2,D
2941,26.5,85.7,7.2,88.8,B
2942,23.9,81.8,6.7,82,B
2943,15.2,84,3.4,80.1,B
2944,12.9,82.5,3.8,71.9,C
2945,14.1,77.1,6.6,71.6,C
2946,16.6,48.8,7,63.6,D
2947,26.2,98.9,3.8,89.6,B
2948,18,89,6.8,82.3,B
2949,20.1,67.2,3,74.8,C
2950,23.2,90.7,7.2,88,B
2951,6.8,79.6,4.2,72.4,C
2952,20.3,80,6.2,80.2,B
2953,12.9,75.8,5.8,77.1,C
2954,0,91.4,8.3,70,C
2955,0.1,75.4,6.5,60.5,D
2956,7.9,71.8,4.8,65.1,D
2957,18.7,98.6,6.7,84.2,B
2958,15.8,82.9,10,80,B
2959,16.3,83.2,7.5,82.4,B
2960,28.7,93.3,5.9,91.3,A
2961,6.1,77,4.3,67.9,D
2962,14.8,79.4,4.8,77,C
2963,17.1,88.7,7.4,78.5,C
2964,9.8,66.5,4.2,68.1,D
2965,15.2,87.7,6,76.5,C
2966,3.8,75.9,8.9,69.1,D
2967,24.9,95.3,6.3,84.8,B
2968,10.2,91.6,3.8,77.2,C
2969,29.2,90,10,91.2,A
2970,14.8,65.7,9.5,72.6,C
2971,22.2,83.8,7,81.8,B
2972,14.6,70.9,8.6,76.4,C
2973,14.8,84.6,5.5,77.6,C
2974,10.9,57.2,7.4,70.2,C
2975,15.8,66.5,5.2,71.7,C
2976,17.2,99.3,3.3,85.5,B
2977,9.5,89.4,10,82.5,B
2978,14.1,80.8,3.2,70.7,C
2979,10.7,74.1,6.6,70.6,C
2980,31.1,72,6.6,91.7,A
2981,14.4,87.4,7,84.4,B
2982,25.8,80.9,5.8,87.9,B
2983,13.6,100,5.8,86.1,B
2984,16.8,82.8,6.3,81.3,B
2985,5.8,85.7,7,74.5,C
2986,11.9,68.3,6,70.8,C
2987,16.5,80.7,5.9,83.5,B
2988,26.1,87.1,3.4,83.6,B
2989,16.6,80.5,10,84.1,B
2990,24.7,79.2,7.1,80.4,B
2991,19.5,88.9,6.4,80,B
2992,26.4,100,4.8,96.9,A
2993,14.6,86.7,4,78.8,C
2994,31.7,98.7,7.7,98,A
2995,11.6,92.5,5.7,79,C
2996,9.6,98,7.2,77.1,C
2997,6.5,77.7,3.3,65.5,D
2998,31.3,82.5,9.1,89.7,B
2999,20.7,82.6,7.8,83.8,B
3000,12.7,91.6,5.8,81.5,B
3001,23.7,94.5,6.9,91.5,A
3002,19.8,86.5,7.5,89.7,B
3003,28.8,95.5,3.3,90.8,A
3004,4.2,78.2,9.4,65.1,D
3005,13.1,95.6,7,88.5,B
3006,11.8,97.2,4.6,76.8,C
3007,1.2,93.1,3.8,69.5,D
3008,22.4,86.6,8,87.9,B
3009,13.1,93.6,6.4,81.9,B
3010,20.2,74.3,7,80.4,B
3011,31.5,87.4,6.1,92.6,A
3012,12.5,88.6,4,72.1,C
3013,12.1,69,7,80.1,B
3014,15.8,90.7,5.6,83.2,B
3015,21.9,70,6,78.9,C
3016,11,79.9,10,84.6,B
3017,10.6,85.5,7.7,74.8,C
3018,22.4,76.2,7.9,86.3,B
3019,17.7,86,10,84.5,B
3020,0.7,85.8,6.8,70.7,C
3021,6.4,75.2,6.2,70.6,C
3022,25.5,91.8,4.6,80.7,B
3023,17.8,75.8,5.1,72.5,C
3024,9.7,100,1.9,80.3,B
3025,13.8,83.7,7.6,78.8,C
3026,15.1,70.9,3.5,77,C
3027,20.2,73.2,7.8,84.8,B
3028,5.5,98.8,5.9,76.1,C
3029,9.1,80.1,6.3,72.2,C
3030,16.9,68.6,5.9,79.4,C
3031,14.3,95.2,8.8,91.8,A
3032,19,80,8.4,82.3,B
3033,6.4,92.8,5.9,80,B
3034,17.5,96.2,4.2,85.9,B
3035,22.6,88.3,7.8,91.8,A
3036,18.4,100,4.1,85,B
3037,16,64.3,2.9,66.6,D
3038,14.3,75.2,7,73,C
3039,9.2,81.9,8.4,72.6,C
3040,14.5,100,5.2,88.8,B
3041,23.8,100,6.8,92.1,A
3042,14.2,100,5.2,79.4,C
3043,8.8,75.5,7.4,75.7,C
3044,11.6,76.9,8.2,74.7,C
3045,16.4,75.1,5.5,73.9,C
3046,12.4,75.6,3.9,77.4,C
3047,18.4,100,3.1,79.5,C
3048,18.7,82.1,7.9,83.7,B
3049,21.2,83.7,3.7,78.7,C
3050,25,94.3,6.7,88.5,B
3051,22,65,7.6,74.6,C
3052,8.5,85.6,5,73.3,C
3053,8.7,71.8,5.7,66.5,D
3054,14.5,81.5,8,81.6,B
3055,11.8,78,4.4,72.1,C
3056,7,77.3,4.2,67.2,D
3057,11.9,87.7,5.5,74.5,C
3058,11.7,87.7,8.6,84.9,B
3059,10.3,82.4,9.2,80.6,B
3060,12.8,89.4,5.8,76.7,C
3061,23.2,74.6,4.6,75.7,C
3062,16.4,93.2,8.1,79.9,C
3063,32.3,82.5,2.7,90.5,A
3064,16.2,79.2,6.5,81.2,B
3065,13,75.5,5.9,77.1,C
3066,15,82.1,8.6,80.8,B
3067,16.8,100,8.8,91.6,A
3068,18,84.2,4.1,81.9,B
3069,29.5,71.3,6.3,85.2,B
3070,9.1,96,4.9,76.1,C
3071,21,79.3,5.4,77.9,C
3072,16.5,88.4,7.2,84.1,B
3073,4,77.7,5.3,69.1,D
3074,20.4,100,6.4,87.7,B
3075,23.9,77.9,7.9,84.6,B
3076,9,100,9,82.9,B
3077,14.9,72.4,6.6,77.5,C
3078,2.9,81.5,6.2,64.9,D
3079,6.2,100,3.8,71.9,C
3080,22.3,87,9.2,85.8,B
3081,11.7,100,7,82.7,B
3082,7.2,81.8,6.3,73.3,C
3083,16.6,88.1,6.2,78.4,C
3084,11.3,100,6.7,85.3,B
3085,11.7,66.8,7.5,76.3,C
3086,20.2,65.3,7.8,79.2,C
3087,6.9,75.5,9.2,76.7,C
3088,8.7,94.8,6.5,75.6,C
3089,16.1,65.7,9.5,74.4,C
3090,21.8,92.2,8.1,90.8,A
3091,23.7,91.3,5.9,87.6,B
3092,10.3,100,2.7,74.3,C
3093,21.6,97.5,6.2,93,A
3094,9.5,89.4,9.1,81.1,B
3095,27.8,100,4.4,94.3,A
3096,7.1,91.5,6.2,73.6,C
3097,24.3,79.5,6.3,89.5,B
3098,10.4,71.3,7.9,72.5,C
3099,29.1,78.2,5.2,89.3,B
3100,19.1,84.5,4.3,78.1,C
3101,7.9,87.1,7.1,76.3,C
3102,11.3,59.4,4.5,67,D
3103,20.5,82.4,2.3,83.8,B
3104,22.4,85.3,9.7,87.8,B
3105,14.5,91.6,7.9,83.9,B
3106,15.3,100,9.8,91,A
3107,20.3,87.2,7.7,81.7,B
3108,15.9,74.1,7.4,70.9,C
3109,5.9,63.2,6.7,62.3,D
3110,9.3,93.2,5.6,80.2,B
3111,16.6,74.6,7,82.9,B
3112,23.5,95.4,4.9,85.1,B
3113,26.3,100,3.9,86.7,B
3114,20.5,66.5,5.3,80.3,B
3115,17,91.6,8.6,84.4,B
3116,20.2,100,3.5,84.3,B
3117,10.3,97.2,3.6,81.4,B
3118,13.9,59.8,7.2,74.5,C
3119,9.2,74.8,5.2,72.8,C
3120,6.3,69.6,7,63,D
3121,17.3,91.3,8,81.7,B
3122,16.3,90,6.9,86.3,B
3123,19.8,52.6,4.7,70.4,C
3124,18.8,81.4,8.6,81.4,B
3125,16.7,94.6,7.5,84.5,B
3126,18.9,86.8,6.1,86,B
3127,14.7,86.8,6,84,B
3128,17.9,80.6,6.7,80.5,B
3129,9.9,72.3,5.4,67.9,D
3130,17.6,84.8,2.7,76.2,C
3131,19.7,85.6,7.5,88.6,B
3132,10.3,92.4,7.4,83.8,B
3133,15.4,93.4,1.4,77.4,C
3134,10.6,86,7,75.8,C
3135,11.3,98.1,9.5,88.5,B
3136,7.1,80.5,3.7,73.7,C
3137,23.9,67.7,5.9,74.9,C
3138,22.5,90.7,5.6,85.6,B
3139,18.8,86.5,9.3,89.9,B
3140,28.8,91,8.2,94.5,A
3141,13.7,69.8,4.2,69,D
3142,36.2,100,6.7,100,A
3143,13.4,93.5,10,86.8,B
3144,16.8,81.5,4.8,74.3,C
3145,12.2,73.8,6,73.2,C
3146,17.6,97.9,7,88,B
3147,20.8,71.8,4.8,75.7,C
3148,14.2,100,9.5,85.7,B
3149,27.4,77.6,5.1,83,B
3150,16.7,100,3.2,79.5,C
3151,16.9,82.8,5,81,B
3152,8.6,100,7.3,78.3,C
3153,17.9,76.2,4.4,76.7,C
3154,14.1,85.2,6.6,78,C
3155,10.7,94.7,7.1,78.6,C
3156,9.6,92.9,3.6,79,C
3157,33.7,98.2,4.9,96.1,A
3158,13.2,79.2,6.7,74.4,C
3159,4.8,86,7.4,71.2,C
3160,10.1,100,4.9,80.5,B
3161,14.6,76.5,6.3,78.6,C
3162,18.8,91.9,5.4,87.5,B
3163,18.9,82.4,7.5,82.3,B
3164,19.7,87.5,7,84.1,B
3165,10.5,86,5.3,75.5,C
3166,17.4,75.5,7,79.1,C
3167,8.9,81.9,5.2,70,C
3168,10.7,86.7,6.9,81.9,B
3169,8.6,83.8,6.9,75,C
3170,6.7,100,10,84.6,B
3171,22.4,97.1,5.3,89.5,B
3172,19.8,88.5,5.7,84.8,B
3173,21.8,75.8,4.7,76.3,C
3174,15.3,75.1,3.9,73.2,C
3175,20.4,100,5.1,94.3,A
3176,2.7,72.9,7.3,71.8,C
3177,21,86.4,7.5,86.3,B
3178,16.2,89.3,6.6,81.1,B
3179,19.4,81.3,5.4,73.6,C
3180,17.7,73,5,74,C
3181,8.1,75.6,4.2,68,D
3182,4.5,78.4,4.9,66.5,D
3183,10,76.5,3.4,68.4,D
3184,19,100,8.7,92.5,A
3185,19.8,84.9,9.7,84,B
3186,5.4,78.7,2.1,65.8,D
3187,8.1,86.3,6.6,74.7,C
3188,9.9,93,6.5,76.1,C
3189,12.5,80.9,6.4,81.2,B
3190,5.5,95.8,4.8,76.6,C
3191,5,69.7,8,66.2,D
3192,9.2,99.1,6.8,82.3,B
3193,15.6,84.9,8.1,77.8,C
3194,6.7,84.4,4.5,68.9,D
3195,14.2,76.7,3.2,76.1,C
3196,22.4,70.3,6.9,81.4,B
3197,5.9,65,4.1,63.5,D
3198,13.6,75.8,8.1,80.2,B
3199,22.2,92.1,1.7,83.7,B
3200,12.1,73.5,5.1,70.8,C
3201,11,66.4,4.8,70.7,C
3202,23.1,74.1,5.3,75.4,C
3203,12.9,80.4,6.5,74.4,C
3204,22.7,80.9,6.8,84,B
3205,18,83.5,7.3,83.9,B
3206,12.6,97.4,7.5,82.5,B
3207,18.4,100,5.7,81.2,B
3208,17.2,100,10,85.2,B
3209,22.1,65.5,8.8,80.5,B
3210,11.2,74.7,5.4,70.3,C
3211,15.3,93.4,5.7,79.2,C
3212,14.6,79.6,5.3,72.7,C
3213,19.9,95.3,6.7,87.7,B
3214,7.8,87.5,4.1,76.1,C
3215,22.1,100,4.4,88.3,B
3216,18.3,97.5,1.7,84.7,B
3217,5.8,97.7,5.2,74.6,C
3218,23.5,80.1,8.1,87.5,B
3219,30.6,83.8,5.7,94,A
3220,22,81.3,5.8,82.3,B
3221,25,66.9,6.6,80.8,B
3222,15.6,100,4,81.4,B
3223,3.4,93.9,6.1,75.4,C
3224,2.1,80.9,7.8,72.7,C
3225,16.8,100,6.6,87.6,B
3226,10.9,77.4,8,74.9,C
3227,8.6,62.9,8.5,64.8,D
3228,14.6,97.1,7.3,84.5,B
3229,19.3,69.7,4.6,74.5,C
3230,4.8,82.7,5.3,70.5,C
3231,11.9,87.5,9.9,82.6,B
3232,25.6,89.6,6.6,94.1,A
3233,7.5,95.2,6.4,75.4,C
3234,21.1,92,4.3,79.3,C
3235,11.6,91.6,5.8,75.2,C
3236,18.8,75.5,7.4,78.3,C
3237,22.7,88.5,6,89.4,B
3238,20.2,66.9,5,71.3,C
3239,21.4,100,5.4,85,B
3240,6.9,68.2,8.4,71,C
3241,22.8,80.8,7.3,87.6,B
3242,9,69.2,7.1,65.5,D
3243,16.8,76.2,6.9,73,C
3244,16.8,85.2,3.6,75.3,C
3245,18.4,78.7,6.5,81.9,B
3246,17.4,98.7,8.1,88.8,B
3247,9.1,87.7,5.5,72.7,C
3248,5.6,79.4,8,74.5,C
3249,21.1,83.4,7.1,84.7,B
3250,16.3,99.6,7.7,87,B
3251,23,95.9,6.1,84.3,B
3252,14.7,71.3,7.8,73.7,C
3253,5.2,76.8,3.1,71.1,C
3254,21.8,90.7,6.1,85.2,B
3255,12.4,89.2,7.4,77.5,C
3256,17.4,72.4,6.6,75.9,C
3257,10.5,94,8.2,81.9,B
3258,26.5,74.3,5.7,86.1,B
3259,8.9,100,4.9,80.4,B
3260,12.6,91.4,2.7,73.6,C
3261,15.8,71.4,5.5,77.9,C
3262,7.4,78.7,7,74.7,C
3263,17.3,78.4,7.5,78.9,C
3264,26.3,86.9,3.2,84.5,B
3265,11.6,82.6,8.4,80.2,B
3266,17.8,71.3,4.1,77.1,C
3267,0,68.3,5.8,56.9,F
3268,14.7,91.6,4.9,80.1,B
3269,12.8,88.4,6.8,79.6,C
3270,9.3,86.3,6.2,73.7,C
3271,22.6,88.2,7.4,85.8,B
3272,12.7,77.6,9.7,82.3,B
3273,13.8,87.2,6.8,81.5,B
3274,12.4,100,4.8,87.4,B
3275,1.6,99.1,6.9,73.5,C
3276,7.1,81.5,9.9,76.9,C
3277,21.7,78.7,7.3,84.3,B
3278,0.2,50.7,7.9,60.6,D
3279,9.6,97.8,2.8,79.9,C
3280,12.2,94.4,6.8,81.6,B
3281,27.2,78.5,5.5,81.9,B
3282,20.4,67.8,4.6,73.1,C
3283,11.1,71.1,6,71.5,C
3284,24.1,90.3,6.2,91.4,A
3285,9.8,83.9,4.8,68.9,D
3286,22.1,93.3,6.4,84.3,B
3287,5.5,86,5.7,74.1,C
3288,22.5,96.6,7.4,86.7,B
3289,12.2,89.4,6.5,75.7,C
3290,7.8,94.9,6.8,81.5,B
3291,13.5,59.9,8,70.6,C
3292,16.9,70.2,7.1,75.6,C
3293,11.5,80.6,6,79,C
3294,18.9,98,1.8,78.4,C
3295,10.9,100,7,78.8,C
3296,19.3,83,4.2,84.3,B
3297,18.1,77.7,5.8,79.2,C
3298,14.6,61.5,6.7,73.2,C
3299,11.9,95.4,8.7,82.7,B
3300,16.1,78.4,9.7,81.6,B
3301,18.9,100,4.2,83,B
3302,29.4,76.1,3.4,84.5,B
3303,21.6,100,6.7,92.7,A
3304,21.8,94,6.5,88.6,B
3305,36.6,72.7,3.6,91.1,A
3306,18.6,87.8,6,84.7,B
3307,18.4,94.3,7.2,83.2,B
3308,19.9,82.3,3.5,78.4,C
3309,7.9,95.1,4,73.6,C
3310,11.9,94.8,4.7,81,B
3311,11.5,92.2,5.6,79.8,C
3312,19.5,84.8,7.4,84.4,B
3313,13.8,70.9,5.3,75.3,C
3314,16,84.1,6.1,74,C
3315,22.6,87.1,10,88.5,B
3316,21,62.5,4.1,71.6,C
3317,13.9,87,4.7,78.1,C
3318,10.3,83.8,7.4,78.4,C
3319,22.9,69.4,8,81.8,B
3320,20.4,81,6.8,78.7,C
3321,3.8,81.3,9.6,74.8,C
3322,12.8,100,6.6,84,B
3323,16.2,87.6,2,71.7,C
3324,20.5,97.4,6.2,87,B
3325,21.4,83.6,4.9,83.1,B
3326,17,62.5,8.8,80.7,B
3327,19.1,93.1,7.9,84.1,B
3328,15.4,77.1,2.8,75.1,C
3329,10.3,81,8.7,74.1,C
3330,13.2,72.4,7.9,71.6,C
3331,15.1,85.9,5.4,75.1,C
3332,14.8,97.8,5.8,85.1,B
3333,1.8,96.2,8.8,76.9,C
3334,12.2,100,2.1,76.7,C
3335,15.4,100,6.9,87.2,B
3336,13,60.4,8.2,71.5,C
3337,13.3,70.7,5.8,72.7,C
3338,18.4,63.3,7.3,74.4,C
3339,7.4,92.6,6.2,73.3,C
3340,3.6,76.7,4.4,70.7,C
3341,12.6,79.1,4.4,77.4,C
3342,20.3,82.4,7.4,88.6,B
3343,26.8,89.6,4.7,86.4,B
3344,20.5,67.2,3,71,C
3345,4.7,69.9,6.2,65,D
3346,13.4,85,5,79.8,C
3347,16.8,99.4,3.6,82.7,B
3348,16.2,84.7,6.1,78.4,C
3349,18.8,75.5,7.5,81.4,B
3350,8.6,59.2,6,62.8,D
3351,15.5,96.4,3.9,76.9,C
3352,17.9,76.2,7,79.6,C
3353,20.8,71.2,8.1,79.4,C
3354,9.4,64.4,10,72.2,C
3355,12.6,67.7,8.9,66.4,D
3356,0,73.5,4,58.6,F
3357,10.6,82.1,7.7,76.7,C
3358,11.3,70.5,6.5,67.1,D
3359,7.9,87.2,3.7,67.3,D
3360,16.2,82,6.6,79.7,C
3361,14.6,100,9.8,90.9,A
3362,0,64.5,8.4,60.6,D
3363,16.5,86.9,4,77.7,C
3364,8.5,87.1,6,74.2,C
3365,18.4,72.6,7,73.6,C
3366,6,86.1,2.5,72.1,C
3367,15.2,94.2,2.6,77.9,C
3368,13,86.2,6.3,77.8,C
3369,17.1,100,6.3,87.6,B
3370,15.9,58.9,2.3,61.2,D
3371,13.2,74.9,6.8,77.8,C
3372,4.2,100,8.2,82.1,B
3373,4.7,95.9,5.6,75.1,C
3374,10.9,91.5,6.1,79.8,C
3375,14.9,99.8,7.1,84.7,B
3376,10.7,62,6.9,71.2,C
3377,19.4,94.5,2.7,79.3,C
3378,13,97.8,4.2,79.9,C
3379,8.2,77.1,5.2,70.3,C
3380,13.1,100,4.3,80.8,B
3381,16.6,87.4,8.9,87.8,B
3382,17.3,58.7,7.3,79.4,C
3383,28.1,89.6,3.8,87.6,B
3384,10.3,76.4,5.6,73.3,C
3385,14.5,99,8.3,84,B
3386,18,91.6,4.7,85.2,B
3387,14.8,77.8,7.7,76.8,C
3388,11.5,100,8.8,94.6,A
3389,4.2,96.3,8.4,72.9,C
3390,11.4,75.1,6.4,79.7,C
3391,7.5,83.2,8.5,78.7,C
3392,2.9,91.2,5,67.6,D
3393,9.4,80.6,10,85.1,B
3394,7.7,81,6.5,69.9,D
3395,19.1,85.4,8.3,84.1,B
3396,19.2,72.2,5.3,72.8,C
3397,8.7,58.2,7,65.4,D
3398,13.2,87.9,7.1,79.9,C
3399,2,61.1,4.1,61,D
3400,11.5,73.1,4.1,77.2,C
3401,17.8,63.7,5.6,71.5,C
3402,20.8,65.2,8.2,70.7,C
3403,10,90.1,2.3,74.7,C
3404,22.4,82.3,5.3,81.1,B
3405,4.4,81.9,8.6,78.6,C
3406,6.3,69.2,3.5,63.8,D
3407,20,77.1,8.5,80.7,B
3408,26.7,89.5,3.7,83.7,B
3409,18.5,84.4,4.2,81.1,B
3410,14.7,94.9,5.7,81.2,B
3411,0,96.6,9.7,80.9,B
3412,0.8,82,4.7,65.2,D
3413,15.9,62.8,2.5,71.8,C
3414,12.5,75.9,3.2,66.4,D
3415,7.3,83.8,7.9,69.8,D
3416,15.5,75.7,3.3,75.3,C
3417,15.8,72.3,8.4,76.6,C
3418,21.6,85.8,6.1,83.7,B
3419,16,100,5.9,82.1,B
3420,23.6,79.1,6.6,80.8,B
3421,15.1,85,4.4,79.1,C
3422,14.2,69.3,6.3,73.1,C
3423,22.5,99.9,3.6,84,B
3424,8.2,95.5,8.7,83.3,B
3425,34.7,94.7,3.9,98.4,A
3426,17.6,100,6.9,87.1,B
3427,17.7,79.9,3.9,79.7,C
3428,18.7,81.4,4.9,76.2,C
3429,28.1,100,5.3,95.1,A
3430,20.5,92.6,10,91.2,A
3431,3.8,58.4,6,58.6,F
3432,24.8,90.5,4.4,92.6,A
3433,12.6,78,5.1,74.4,C
3434,15.8,95.8,3,78.1,C
3435,6,89.9,5.7,73.8,C
3436,18.7,64.1,9.7,76.1,C
3437,10.4,88.2,6.7,74.1,C
3438,15.7,87.5,7.8,81.3,B
3439,13,89.4,4.2,75.8,C
3440,28.5,91.9,5.6,88.7,B
3441,28.9,100,6.4,99.1,A
3442,15.3,90,4.5,77,C
3443,15.4,85.3,6.8,77.6,C
3444,12.4,98.8,7.2,80,B
3445,22.7,100,7.1,87.7,B
3446,12.7,96,5.7,84,B
3447,12.1,87.5,8.2,81.1,B
3448,21.9,90.2,5.5,87.5,B
3449,11.2,88.1,5.3,79.5,C
3450,14.7,85.2,8.9,81.4,B
3451,3.9,100,3.8,77.9,C
3452,19.9,76,2.6,73.5,C
3453,28.6,98.9,4.3,88.9,B
3454,20,83.5,6.8,84.3,B
3455,25.2,67.2,8.6,83.8,B
3456,9.1,82.7,4.7,72.6,C
3457,16.7,78.4,9.6,85.3,B
3458,8.4,91.9,6.1,77,C
3459,13.4,86.1,5.8,78.9,C
3460,20.4,72.7,4.3,80.7,B
3461,15.7,100,9.9,90.5,A
3462,5.1,98.1,5.7,77.5,C
3463,5.8,100,3.3,70.1,C
3464,5.3,87.8,10,88.8,B
3465,18.4,84.6,6.8,77.6,C
3466,29.4,93.4,7.6,93.2,A
3467,24.5,78.1,9.4,86,B
3468,1.7,86.6,7.2,77.5,C
3469,24.9,82.9,7.9,86.3,B
3470,21.6,67.5,6.1,79.1,C
3471,4.2,86.5,7.5,71.6,C
3472,12.9,79.7,5.9,72.4,C
3473,22.7,82.1,6,85.4,B
3474,18.9,89.4,6.2,81.6,B
3475,5.8,100,5.2,77.2,C
3476,19.3,74.8,7,81.7,B
3477,0,81,7,73.3,C
3478,13.4,75.8,7.6,72.8,C
3479,23,75,7.3,82.5,B
3480,15.1,77.9,10,81,B
3481,11.5,82.6,8.1,78.1,C
3482,21.2,92,5.6,93.5,A
3483,21.8,88.8,6.9,86.1,B
3484,24.2,72.3,8.8,77.2,C
3485,21.1,100,4.1,86.2,B
3486,22.6,96.3,10,93.3,A
3487,20.1,74.2,4.5,76.4,C
3488,16.9,99.7,7.8,85.7,B
3489,15.6,88.9,6,77,C
3490,13.3,83.1,5.9,83.5,B
